LAMMPS data file via write_data, version 23 Jun 2022, timestep = 2512

2120 atoms
3 atom types

-17.855 17.855 xlo xhi
-17.855 17.855 ylo yhi
-17.855 17.855 zlo zhi

Masses

1 55.845
2 58.6934
3 51.9961

Atoms # atomic

35 2 -5.867498649464699 -8.814285713160096 -14.241510061974925 0 0 0
38 1 -2.6846838226351477 -8.928374698418537 -14.536128238139556 0 0 0
41 2 -0.8922026369836712 -10.854309999361538 -14.528421611443232 0 0 0
42 3 1.0910154141147237 -9.189472635424327 -14.824264701125507 0 0 0
45 2 4.118336136841305 -9.33595700974734 -14.590209465769586 0 0 0
49 2 -9.927777336199078 -5.375177412021507 -14.291519569292216 0 0 0
52 1 -7.88780150814268 -7.088667207960096 -14.349144414142035 0 0 0
53 2 -6.140358338673547 -5.162916032959624 -14.514967239329778 0 0 0
1 3 -2.7655386902930843 -7.412002686136387 -16.72871082310685 0 0 0
2 1 -4.5657691554678035 -5.469809109112984 -16.668287867874806 0 0 0
4 1 -0.8421102931343175 -5.499703592553332 -16.85166385034686 0 0 0
56 1 -4.334762920939322 -7.022750508212809 -14.55349611993862 0 0 0
57 1 -2.586098934543651 -5.456287549827311 -14.862989041864932 0 0 0
60 1 -0.8052681804494105 -7.310424299254356 -14.898593513289695 0 0 0
3 2 0.9916287573340232 -7.429838178017839 -16.892167185701602 0 0 0
5 1 2.838742730628124 -5.540088094292501 -17.07942428687776 0 0 0
61 3 1.1283893678676453 -5.500528427958581 -15.015831299908793 0 0 0
64 3 2.913051743648426 -7.283758294330633 -14.973127523536844 0 0 0
65 3 4.745377634980337 -5.470677157303475 -15.134686356223765 0 0 0
68 3 6.023739098146318 -7.546726152294132 -14.919587046467957 0 0 0
69 1 7.856735212516827 -5.441723420553026 -15.049633013433496 0 0 0
73 2 -9.834460660617124 -1.6270009270292702 -14.27321795558122 0 0 0
98 2 -11.604984735003194 0.19509658715428055 -14.092565897772284 0 0 0
6 2 -6.437652420869674 -3.6139279987573305 -16.568405973279976 0 0 0
7 3 -8.261262888169183 -1.6587997832421486 -16.431027893700822 0 0 0
15 3 -6.37597277035249 0.10574651221291854 -16.522574351161225 0 0 0
76 3 -8.113822013051337 -3.5424061598508167 -14.518668259248985 0 0 0
77 1 -6.154005764158818 -1.8077864588206585 -14.633092426236882 0 0 0
102 2 -7.972459906495348 0.12038332081533021 -14.386958944448848 0 0 0
8 1 -2.6510550647763433 -3.641715824421245 -16.75496888338501 0 0 0
9 1 -4.484686030794464 -1.8008080078120796 -16.655444371966517 0 0 0
11 1 -0.8415269053854313 -1.8280574740475477 -16.84870364977152 0 0 0
17 1 -2.6644476313666496 0.015809342716381958 -16.73598713906003 0 0 0
19 1 -0.9292089250147244 0.025794605307555004 17.007170976867176 0 0 -1
80 1 -4.381398117803588 -3.6130609344614855 -14.820318929086 0 0 0
81 1 -2.60346924010951 -1.8644065293010361 -14.894723979677341 0 0 0
84 3 -0.7100880890990889 -3.661425730702587 -14.945335742721394 0 0 0
106 2 -4.401434838304296 0.055984173152367624 -14.737877303762488 0 0 0
